filename,score
train/0001.mp4,3.361111111
train/0002.mp4,3.694444444
train/0003.mp4,3.833333333
train/0004.mp4,3.722222222
train/0005.mp4,3.75
train/0006.mp4,3.555555556
train/0007.mp4,3.111111111
train/0008.mp4,3.138888889
train/0009.mp4,3.166666667
train/0010.mp4,3.305555556
train/0011.mp4,3.444444444
train/0012.mp4,3.083333333
train/0013.mp4,3.111111111
train/0014.mp4,2.777777778
train/0015.mp4,3.027777778
train/0016.mp4,3.0
train/0017.mp4,3.055555556
train/0018.mp4,3.027777778
train/0019.mp4,3.111111111
train/0020.mp4,3.083333333
train/0021.mp4,2.972222222
train/0022.mp4,3.722222222
train/0023.mp4,3.944444444
train/0024.mp4,3.972222222
train/0025.mp4,3.888888889
train/0026.mp4,3.75
train/0027.mp4,3.722222222
train/0028.mp4,3.527777778
train/0029.mp4,4.138888889
train/0030.mp4,4.166666667
train/0031.mp4,4.0
train/0032.mp4,4.055555556
train/0033.mp4,4.027777778
train/0034.mp4,3.722222222
train/0035.mp4,3.583333333
train/0036.mp4,4.138888889
train/0037.mp4,4.138888889
train/0038.mp4,3.805555556
train/0039.mp4,3.777777778
train/0040.mp4,3.472222222
train/0041.mp4,3.166666667
train/0042.mp4,2.638888889
train/0043.mp4,3.194444444
train/0044.mp4,3.305555556
train/0045.mp4,3.388888889
train/0046.mp4,3.194444444
train/0047.mp4,3.194444444
train/0048.mp4,3.138888889
train/0049.mp4,2.694444444
train/0050.mp4,3.95
train/0051.mp4,4.35
train/0052.mp4,4.45
train/0053.mp4,4.5
train/0054.mp4,4.3
train/0055.mp4,4.25
train/0056.mp4,3.75
train/0057.mp4,3.583333333
train/0058.mp4,3.361111111
train/0059.mp4,3.361111111
train/0060.mp4,3.361111111
train/0061.mp4,3.222222222
train/0062.mp4,2.916666667
train/0063.mp4,2.472222222
train/0064.mp4,4.166666667
train/0065.mp4,4.138888889
train/0066.mp4,3.944444444
train/0067.mp4,3.916666667
train/0068.mp4,3.916666667
train/0069.mp4,4.0
train/0070.mp4,3.638888889
train/0071.mp4,2.888888889
train/0072.mp4,3.083333333
train/0073.mp4,3.166666667
train/0074.mp4,3.055555556
train/0075.mp4,2.805555556
train/0076.mp4,2.555555556
train/0077.mp4,2.222222222
train/0078.mp4,3.527777778
train/0079.mp4,3.361111111
train/0080.mp4,3.5
train/0081.mp4,3.333333333
train/0082.mp4,3.25
train/0083.mp4,3.0
train/0084.mp4,2.472222222
train/0085.mp4,3.944444444
train/0086.mp4,3.666666667
train/0087.mp4,3.5
train/0088.mp4,3.5
train/0089.mp4,3.583333333
train/0090.mp4,3.138888889
train/0091.mp4,2.861111111
train/0092.mp4,4.25
train/0093.mp4,4.138888889
train/0094.mp4,4.194444444
train/0095.mp4,3.916666667
train/0096.mp4,3.583333333
train/0097.mp4,3.083333333
train/0098.mp4,2.944444444
train/0099.mp4,3.583333333
train/0100.mp4,3.722222222
train/0101.mp4,3.666666667
train/0102.mp4,3.583333333
train/0103.mp4,3.472222222
train/0104.mp4,3.111111111
train/0105.mp4,2.722222222
train/0106.mp4,3.694444444
train/0107.mp4,3.555555556
train/0108.mp4,3.583333333
train/0109.mp4,3.277777778
train/0110.mp4,3.305555556
train/0111.mp4,3.138888889
train/0112.mp4,2.527777778
train/0113.mp4,4.111111111
train/0114.mp4,3.944444444
train/0115.mp4,3.972222222
train/0116.mp4,3.833333333
train/0117.mp4,4.055555556
train/0118.mp4,3.638888889
train/0119.mp4,2.944444444
train/0120.mp4,2.777777778
train/0121.mp4,2.916666667
train/0122.mp4,2.777777778
train/0123.mp4,2.805555556
train/0124.mp4,2.555555556
train/0125.mp4,2.277777778
train/0126.mp4,1.861111111
train/0127.mp4,3.25
train/0128.mp4,3.722222222
train/0129.mp4,3.638888889
train/0130.mp4,3.555555556
train/0131.mp4,3.305555556
train/0132.mp4,3.194444444
train/0133.mp4,2.916666667
train/0134.mp4,3.916666667
train/0135.mp4,3.694444444
train/0136.mp4,3.75
train/0137.mp4,3.666666667
train/0138.mp4,3.555555556
train/0139.mp4,3.222222222
train/0140.mp4,3.0
train/0141.mp4,3.416666667
train/0142.mp4,3.416666667
train/0143.mp4,3.388888889
train/0144.mp4,3.277777778
train/0145.mp4,3.138888889
train/0146.mp4,2.75
train/0147.mp4,2.222222222
train/0148.mp4,4.166666667
train/0149.mp4,3.833333333
train/0150.mp4,3.722222222
train/0151.mp4,3.777777778
train/0152.mp4,3.472222222
train/0153.mp4,3.25
train/0154.mp4,2.861111111
train/0155.mp4,3.472222222
train/0156.mp4,3.722222222
train/0157.mp4,3.916666667
train/0158.mp4,3.75
train/0159.mp4,3.5
train/0160.mp4,3.25
train/0161.mp4,2.861111111
train/0162.mp4,3.388888889
train/0163.mp4,3.472222222
train/0164.mp4,3.361111111
train/0165.mp4,3.416666667
train/0166.mp4,3.444444444
train/0167.mp4,3.25
train/0168.mp4,3.111111111
train/0169.mp4,3.25
train/0170.mp4,3.111111111
train/0171.mp4,3.25
train/0172.mp4,3.027777778
train/0173.mp4,3.027777778
train/0174.mp4,2.694444444
train/0175.mp4,2.277777778
train/0176.mp4,3.5
train/0177.mp4,3.25
train/0178.mp4,3.222222222
train/0179.mp4,3.25
train/0180.mp4,3.111111111
train/0181.mp4,3.0
train/0182.mp4,2.5
train/0183.mp4,2.97222222222222
train/0184.mp4,1.88888888888888
train/0185.mp4,2.77777777777777
train/0186.mp4,3.30555555555555
train/0187.mp4,3.36111111111111
train/0188.mp4,3.36111111111111
train/0189.mp4,3.08333333333333
train/0190.mp4,3.5
train/0191.mp4,3.388888889
train/0192.mp4,3.472222222
train/0193.mp4,3.555555556
train/0194.mp4,3.222222222
train/0195.mp4,3.055555556
train/0196.mp4,2.944444444
train/0197.mp4,3.611111111
train/0198.mp4,3.5
train/0199.mp4,3.444444444
train/0200.mp4,3.222222222
train/0201.mp4,3.361111111
train/0202.mp4,2.777777778
train/0203.mp4,2.805555556
train/0204.mp4,2.694444444
train/0205.mp4,2.444444444
train/0206.mp4,2.5
train/0207.mp4,2.472222222
train/0208.mp4,2.277777778
train/0209.mp4,2.083333333
train/0210.mp4,1.75
train/0211.mp4,3.833333333
train/0212.mp4,3.805555556
train/0213.mp4,3.666666667
train/0214.mp4,3.611111111
train/0215.mp4,3.638888889
train/0216.mp4,3.472222222
train/0217.mp4,3.055555556
train/0218.mp4,3.083333333
train/0219.mp4,3.388888889
train/0220.mp4,3.361111111
train/0221.mp4,3.111111111
train/0222.mp4,3.055555556
train/0223.mp4,2.916666667
train/0224.mp4,2.583333333
train/0225.mp4,3.305555556
train/0226.mp4,3.277777778
train/0227.mp4,3.055555556
train/0228.mp4,3.194444444
train/0229.mp4,3.305555556
train/0230.mp4,2.777777778
train/0231.mp4,2.611111111
train/0232.mp4,2.861111111
train/0233.mp4,3.027777778
train/0234.mp4,2.972222222
train/0235.mp4,2.944444444
train/0236.mp4,2.861111111
train/0237.mp4,2.527777778
train/0238.mp4,2.333333333
train/0239.mp4,3.722222222
train/0240.mp4,3.583333333
train/0241.mp4,3.638888889
train/0242.mp4,3.361111111
train/0243.mp4,2.972222222
train/0244.mp4,2.916666667
train/0245.mp4,2.305555556
train/0246.mp4,3.166666667
train/0247.mp4,2.944444444
train/0248.mp4,3.111111111
train/0249.mp4,3.027777778
train/0250.mp4,3.027777778
train/0251.mp4,3.027777778
train/0252.mp4,2.805555556
train/0253.mp4,3.277777778
train/0254.mp4,3.5
train/0255.mp4,3.388888889
train/0256.mp4,3.416666667
train/0257.mp4,3.416666667
train/0258.mp4,3.027777778
train/0259.mp4,2.916666667
train/0260.mp4,3.361111111
train/0261.mp4,3.277777778
train/0262.mp4,3.083333333
train/0263.mp4,3.166666667
train/0264.mp4,2.972222222
train/0265.mp4,2.972222222
train/0266.mp4,2.777777778
train/0267.mp4,2.6
train/0268.mp4,2.8
train/0269.mp4,2.55
train/0270.mp4,2.6
train/0271.mp4,2.55
train/0272.mp4,2.15
train/0273.mp4,1.7
train/0274.mp4,3.944444444
train/0275.mp4,3.916666667
train/0276.mp4,3.972222222
train/0277.mp4,3.75
train/0278.mp4,3.5
train/0279.mp4,3.083333333
train/0280.mp4,2.972222222
train/0281.mp4,3.972222222
train/0282.mp4,3.722222222
train/0283.mp4,3.833333333
train/0284.mp4,3.944444444
train/0285.mp4,3.444444444
train/0286.mp4,3.055555556
train/0287.mp4,2.833333333
train/0288.mp4,3.638888889
train/0289.mp4,3.444444444
train/0290.mp4,3.666666667
train/0291.mp4,3.333333333
train/0292.mp4,3.027777778
train/0293.mp4,3.027777778
train/0294.mp4,2.638888889
train/0295.mp4,2.972222222
train/0296.mp4,3.194444444
train/0297.mp4,3.138888889
train/0298.mp4,3.138888889
train/0299.mp4,2.916666667
train/0300.mp4,2.666666667
train/0301.mp4,2.583333333
train/0302.mp4,3.5
train/0303.mp4,3.805555556
train/0304.mp4,3.611111111
train/0305.mp4,3.527777778
train/0306.mp4,3.166666667
train/0307.mp4,2.805555556
train/0308.mp4,2.111111111
train/0309.mp4,3.416666667
train/0310.mp4,3.555555556
train/0311.mp4,3.555555556
train/0312.mp4,3.277777778
train/0313.mp4,3.277777778
train/0314.mp4,3.166666667
train/0315.mp4,2.416666667
train/0316.mp4,2.75
train/0317.mp4,3.222222222
train/0318.mp4,3.305555556
